question_id,table_id,score
0,0,0.6476819343668099
1,0,0.6486472200236565
2,0,0.5816612458414289
3,0,0.6539504673777385
4,0,0.6750285875249401
5,1,0.6684548759494586
6,1,0.641699144344018
7,1,0.682225644951957
8,2,0.5976405037310872
9,2,0.7701598094932081
10,2,0.6092692746223065
11,2,0.5780247894896288
12,3,0.8601663260145795
13,3,0.8601663260145795
14,4,0.7239380297764292
15,4,0.7320675468246552
16,4,0.7348250141796548
17,4,0.6973626115415201
18,4,0.6679228166110164
19,5,0.6004932179211072
20,5,0.5336779487922092
21,5,0.5339575323014928
22,5,0.7591219156681013
23,5,0.536794915490144
24,5,0.44944761261478183
25,5,0.5675785311074621
26,5,0.5358107173137406
27,5,0.5431346783510788
28,6,0.4976677318656227
29,6,0.464348295226922
30,6,0.5098252770457609
31,6,0.46574175618812375
32,6,0.4206644235116543
33,6,0.47906866488210526
34,8,0.4279921063588533
35,8,0.391118983874173
36,8,0.7180950338946481
37,8,0.5528957066640167
38,9,0.4388690056719824
39,9,0.4458595478588372
40,10,0.4642159543046109
41,10,0.45491165639529557
42,10,0.45491165639529557
43,10,0.48253706740395286
44,10,0.589795443951547
45,10,0.4660500051802409
46,10,0.6700375638406973
47,10,0.44619259569672415
48,11,0.4711872610639415
49,11,0.5567673711901229
50,12,0.6220488373733519
51,12,0.7015886591756799
52,12,0.6355553443554509
53,12,0.6786780978461713
54,13,0.5725382043184973
55,13,0.5978134575815224
56,14,0.6202349804905674
57,14,0.7312403882315651
58,15,0.3243623753366204
59,15,0.43979984286735163
60,16,0.42719680193655823
61,16,0.5897913701152399
62,16,0.48975422011072955
63,16,0.4913268977235479
64,16,0.4269850616635777
65,17,0.6493225515201498
66,17,0.7647901521246573
67,17,0.6288213348291526
68,17,0.7178479296211303
69,18,0.47483733332717876
70,18,0.6456341696539754
71,18,0.5255666156511823
72,18,0.5067870634552295
73,18,0.5891644027032665
74,18,0.5914138876526014
75,18,0.5421897758536637
76,18,0.5015344382154102
77,19,0.7516337984477681
78,19,0.779183819526323
79,19,0.7666483511791966
80,19,0.7896061379414092
81,20,0.5341212676210333
82,20,0.4813380932561207
83,20,0.5704555144869403
84,20,0.5550502777002291
85,20,0.5488894821099367
86,20,0.6879313711742858
87,21,0.39836850422500675
88,21,0.5083056038798851
89,21,0.5117152492813282
90,21,0.3600065862733002
91,21,0.47592549964407627
92,21,0.49749275740356347
93,22,0.5885994653614839
94,22,0.5440133021729022
95,22,0.6333936933197754
96,23,0.414575111217775
97,23,0.8011792277985232
98,23,0.6772449291433759
99,23,0.5533104106987113
100,23,0.5493545807355162
101,24,0.5440028287864069
102,24,0.517325915646066
103,24,0.45803822930618093
104,24,0.5207577323859491
105,24,0.5373142073212914
106,24,0.48303115468276003
107,24,0.5305569443548054
108,25,0.49476692727288046
109,25,0.4427548753614108
110,25,0.4384157377462107
111,25,0.47722788691957946
112,25,0.4568911267922978
113,25,0.4716629927692119
114,26,0.7259700539603061
115,26,0.5475577703091762
116,26,0.7900988895298073
117,26,0.70951613974504
118,26,0.6548909379776373
119,27,0.40392888847313657
120,27,0.39458141563428695
121,27,0.5695266863523936
122,27,0.4469754308098312
123,27,0.535193655886526
124,27,0.43465503267166483
125,27,0.5806101390948936
126,29,0.5617256496739954
127,29,0.47920285942677726
128,29,0.52026216110982
129,29,0.45138150261386956
130,29,0.4979204279627553
131,29,0.46443194608217886
132,30,0.6884042865130107
133,30,1.0
134,31,0.49079992623396584
135,31,0.4667568825290795
136,31,0.5274940337064568
137,31,0.47570985777636715
138,31,0.4423957809894262
139,31,0.47288012589850215
140,32,0.545043549140723
141,32,0.5644523231979613
142,32,0.7296547558058142
143,32,0.7262039806456094
144,32,0.531259081617294
145,32,0.57690758243194
146,32,0.5049914266847816
147,32,0.6294523176585896
148,32,0.5144207118507444
149,32,0.6617203016190089
150,33,0.47419069586472334
151,33,0.6811683505467359
152,33,0.656099504446196
153,33,0.7506057219676757
154,33,0.569969434889366
155,33,0.5901063043744889
156,33,0.45766090260993925
157,33,0.648174373427307
158,34,0.6297088637044509
159,34,0.6252091108030357
160,34,0.6230751969849234
161,34,0.7362688937986894
162,34,0.6252091108030357
163,35,0.5769407779079939
164,35,0.6645260128825456
165,35,0.531141469308639
166,35,0.5770126896329912
167,35,0.5109504439679767
168,35,0.49787959248319874
169,36,0.5432389018028339
170,36,0.4745935627404017
171,36,0.6678335802797665
172,36,0.5454717628265828
173,37,0.47582007773711177
174,37,0.5122365459321344
175,37,0.47335871149580544
176,37,0.50056310690506
177,37,0.516639347119389
178,38,0.5617726889492802
179,38,0.4001791722299078
180,38,0.44021161295860756
181,39,0.45986421060352295
182,39,0.42190594305812446
183,40,0.5802314188645769
184,40,0.69856280979281
185,40,0.6111880341160313
186,40,0.6103769469818044
187,40,0.7074974054547734
188,41,0.5096845020210888
189,41,0.5032038749298426
190,41,0.5054535445312469
191,41,0.5074514398182732
192,42,0.561510697198156
193,42,0.5165936305608421
194,42,0.6418513396067856
195,42,0.5557019689843085
196,42,0.53587600164775
197,42,0.5242787075223974
198,42,0.5190874731947531
199,42,0.523016792022416
200,43,0.6423670885691467
201,43,0.6532742426583448
202,43,0.6152257677327078
203,43,0.6205932245440772
204,43,0.4737579591908952
205,43,0.5024331329951269
206,44,0.6525306084880865
207,44,0.6734180753314054
208,44,0.5857518119515155
209,44,0.5797130349973675
210,44,0.6482137174362688
211,44,0.6610583158613476
212,44,0.6204345353780989
213,44,0.5951828869599939
214,44,0.5986587704858162
215,44,0.5951828869599939
216,44,0.6164539401539086
217,45,0.5019421222584167
218,45,0.5080238616829851
219,45,0.5098914807990588
220,45,0.5765968048784831
221,45,0.5022171867594787
222,45,0.4233901485301297
223,45,0.4859912020508761
224,45,0.4414837045096881
225,46,0.39724003804333513
226,46,0.397638574151127
227,46,0.4772599877561991
228,46,0.44530567713025015
229,47,0.5973237436096712
230,47,0.5941673493316166
231,47,0.5529097381527982
232,47,0.6033329744761099
233,47,0.6534405334955942
234,47,0.5610167178874506
235,47,0.5207323154799238
236,48,0.3833256607101923
237,48,0.4012326980589258
238,48,0.5108480248386397
239,48,0.37087940096845506
240,48,0.43261184718741097
241,48,0.44839383669583577
242,49,0.5067521421096266
243,49,0.5558543134234053
244,49,0.5710552447449807
245,49,0.5558543134234053
246,49,0.4348498717498133
247,49,0.5742020467970249
248,50,0.7828162751336644
249,50,1.0
250,50,0.7828162751336644
251,50,0.7828162751336644
252,51,0.5877998102927442
253,51,0.5862260725230977
254,51,0.6551269480037261
255,51,0.6085852794214679
256,52,0.6178557855897466
257,52,0.5066098990686038
258,52,0.5754260079021842
259,52,0.41444019468000115
260,52,0.5263160217417829
261,53,0.6671397308534335
262,53,0.7086701040011975
263,53,0.6367098831762734
264,53,0.7092590439580623
265,53,0.6971893712325555
266,53,0.6669698071434823
267,53,0.6769842947785013
268,54,0.48499412429497796
269,54,0.4242897132613775
270,54,0.429580930804202
271,54,0.4121650898528018
272,54,0.4039114903528859
273,55,0.544273834192953
274,55,0.544273834192953
275,55,0.5499285573087003
276,55,0.5499285573087003
277,55,0.5745326430521538
278,55,0.5745326430521538
279,55,0.6384736574764406
280,55,0.6384736574764406
281,55,0.6538697357999868
282,55,0.6538697357999868
283,55,0.6558197742223525
284,55,0.6558197742223525
285,55,0.5626919493169509
286,55,0.5626919493169509
287,55,0.5634209368500679
288,55,0.5634209368500679
289,55,0.5483909304681306
290,55,0.5483909304681306
291,55,0.5607796889936308
292,55,0.5607796889936308
293,56,0.45281071185655075
294,56,0.3984568144125713
295,56,0.4640448157971802
296,56,0.5215782717358431
297,56,0.5022877679870689
298,56,0.45696166965562
299,56,0.44804624421787437
300,56,0.4472425949185533
301,57,0.4802411025369434
302,57,0.4819480960349793
303,57,0.5474076738556072
304,57,0.5306811960494625
305,57,0.4878013992352812
306,57,0.46174690874373797
307,57,0.5305744425484948
308,57,0.5322236288326335
309,57,0.519448694664667
310,57,0.5266665214356302
311,58,0.6232402197323174
312,58,0.5456328535192754
313,58,0.7529477271962206
314,58,0.6084330469215795
315,58,0.8266380144984553
316,58,0.7889402024897552
317,58,0.6487100836983658
318,58,0.5060277594459249
319,58,0.5483090606970022
320,58,0.5513934372092874
321,59,0.500769869497513
322,59,0.5418643570863173
323,59,0.6574415523910386
324,59,0.5561720910258764
325,60,0.51354749248575
326,60,0.508488904847058
327,60,0.5121618460632047
328,60,0.554895818095303
329,60,0.5264374725067182
330,60,0.532330585451615
331,60,0.43113748460779167
332,60,0.4258633405576194
333,60,0.4900819816937674
334,61,0.439171175318699
335,61,0.40370612176933685
336,61,0.4681749139913028
337,61,0.34119082627931474
338,61,0.4631825603857337
339,61,0.40268078753798475
340,61,0.4712575528031261
341,61,0.4712575528031261
342,62,0.4522255126324022
343,62,0.525401456907022
344,62,0.5685096435898199
345,62,0.48342555228994055
346,62,0.38471517803794925
347,62,0.43768592125959604
348,62,0.4245870263409522
349,62,0.5037091328104933
350,62,0.47048423621074914
351,62,0.4755091271093548
352,63,0.4780550440593358
353,63,0.48574216611662896
354,63,0.4697819604536692
355,63,0.4649238283914195
356,64,0.46314571035650537
357,64,0.6384714534926063
358,65,0.7446196162538559
359,65,0.4953061630990043
360,65,0.5961972244693877
361,65,0.47516662829914597
362,65,0.7446196162538559
363,66,0.5182096192556452
364,66,0.597342992727536
365,66,0.533025774254893
366,66,0.5091840618921517
367,67,0.6194125369185229
368,67,0.6173603638684689
369,67,0.5113707567740752
370,67,0.5178964036643882
371,68,0.5205555304172133
372,68,0.46295642690649225
373,68,0.5626621425169881
374,68,0.4712210427062167
375,68,0.44109931670501923
376,69,0.5036046672055022
377,69,0.7077100529660262
378,69,0.7691304286011252
379,70,0.5930751405276967
380,70,0.601674729447916
381,70,0.4415795182050794
382,70,0.5361638738416985
383,70,0.41234967018198804
384,71,0.4608122082093729
385,71,0.6540218533258234
386,72,0.5131953409454352
387,72,0.49579614738364347
388,72,0.48843483459305
389,72,0.49461073012767726
390,72,0.4639748478766588
391,72,0.42874127881203644
392,73,0.3759513558852237
393,73,0.6190274749303847
394,73,0.6194291077865192
395,73,0.5237118586880389
396,73,0.5279683749113065
397,73,0.5242876242375579
398,74,0.48699250429457036
399,74,0.7597958707588618
400,74,0.8247410628306225
401,75,0.4782867425690174
402,75,0.42568553580942214
403,75,0.5613721270709341
404,75,0.49500400682300927
405,75,0.4749747976655601
406,75,0.5129810027970856
407,75,0.49608511200552224
408,75,0.48386718690110064
409,75,0.5001739443487816
410,75,0.5174178715855259
411,76,0.4825406193926381
412,76,0.5108105685907705
413,76,0.5788090486959011
414,76,0.49309073337860987
415,76,0.5374611613022269
416,76,0.6181082046567358
417,76,0.6071725161763663
418,76,0.5120002315256733
419,76,0.4885417101856547
420,76,0.5690138512264207
421,76,0.5532108923003679
422,76,0.4876060873590937
423,77,0.5661870908742989
424,77,0.5044954266701313
425,77,0.4700327182220468
426,77,0.4830845367297987
427,77,0.5333688999181362
428,77,0.5563609323389253
429,77,0.4883495322925426
430,78,0.555677090810074
431,78,0.5967236767259161
432,78,0.539617345121343
433,78,0.5167319584113842
434,78,0.5800625121122069
435,78,0.5210583801261265
436,78,0.47595612837915546
437,78,0.530138762764965
438,79,0.7610276139131364
439,79,0.7610276139131364
440,79,0.6307702797262643
441,79,0.639022702097978
442,79,0.639022702097978
443,79,0.639022702097978
444,79,0.62472772006715
445,79,0.6247992965737265
446,79,0.6165923757373754
447,79,0.6170120445227962
448,79,0.6176240068587759
449,79,0.8690176692247044
450,80,0.39870700804220355
451,80,0.4212654738060055
452,80,0.598522982334693
453,80,0.42837222983987994
454,80,0.5343163558821544
455,81,0.48672945116169514
456,81,0.4634344796055576
457,81,0.446762416483996
458,81,0.5105719884919059
459,81,0.4599015515325402
460,81,0.4533900315104148
461,81,0.46333304454648017
462,81,0.514601436477732
463,81,0.4525379328900968
464,81,0.44052470518248654
465,81,0.4371317297959338
466,81,0.5001906520095658
467,82,0.6485172636617895
468,82,0.5990051769744756
469,82,0.5622043930291056
470,82,0.6128137682240977
471,82,0.6432782528785387
472,82,0.6430639834983941
473,82,0.5504549263349577
474,82,0.5821315373069582
475,83,0.5786382791478577
476,83,0.5890983311554392
477,83,0.5669387494007668
478,83,0.6393497824020568
479,83,0.5950011444265744
480,83,0.5950177174245784
481,84,0.4350901096039989
482,84,0.46428679030389536
483,84,0.4992416314021476
484,84,0.512645490350914
485,84,0.5192600886032795
486,84,0.5194112084966018
487,84,0.5302419534157237
488,85,0.5155918404684909
489,85,0.6021982892077622
490,85,0.4378868519321474
491,85,0.6370664358256463
492,85,0.4994589584789306
493,85,0.5806339271565384
494,85,0.5776884792325029
495,86,0.42204797064213473
496,86,0.44510645154636114
497,86,0.42608839671784665
498,86,0.5227665807445598
499,86,0.4458620242984897
500,86,0.46118556211585243
501,86,0.49116616396274565
502,86,0.45682975493938166
503,87,0.8450433524885739
504,87,0.43708908054976825
505,87,0.43705483305939213
506,87,0.47498429853598667
507,87,0.4445991814204861
508,87,0.7172636272846105
509,87,0.7312224083936427
510,87,0.726379342086844
511,87,0.726379342086844
512,87,0.726379342086844
513,87,0.726379342086844
514,87,0.8380042947577154
515,87,0.9372477303188066
516,88,0.9999999999999999
517,88,0.9999999999999999
518,88,0.9999999999999999
519,88,0.47785787233474797
520,89,0.5266535970478027
521,89,0.5089483006085037
522,89,0.4361954602301856
523,90,0.7116303854753762
524,90,0.8312554469843093
525,91,0.702417458021645
526,92,0.536884915094109
527,92,0.4273421621503266
528,92,0.4273421621503266
529,92,0.744423464443145
530,92,0.5209095244488532
531,92,0.5209095244488532
532,92,0.4949910298316136
533,92,0.4949910298316136
534,92,0.510383035689165
535,92,0.4353143935306201
536,92,0.4353143935306201
537,93,0.8770700930529765
538,93,0.9425790532693747
539,93,0.8770700930529765
540,94,0.5290917161977641
541,94,0.6579608663354543
542,95,0.42344302119672433
543,95,0.4088737625674696
544,95,0.4503672747507652
545,95,0.39366336439271904
546,95,0.39366336439271904
547,95,0.4599917895481588
548,95,0.4598821702368142
549,95,0.4539817182720206
550,95,0.4208287901326179
551,95,0.43914561324324897
552,95,0.43914561324324897
553,95,0.4474879917941738
554,95,0.3903398632833849
555,96,0.5817711585708064
556,96,0.5817711585708064
557,96,0.533496057845813
558,96,0.533496057845813
559,96,0.6024130587698628
560,96,0.7458777522513067
561,96,0.4773906024515598
562,96,0.4773906024515598
563,97,0.39558643263759685
564,97,0.40398409047654327
565,97,0.3766096101331648
566,97,0.4614499037539542
567,97,0.40198308517881176
568,97,0.4341954392934867
569,97,0.4484380524660818
570,97,0.40663576854370037
571,98,0.399442708664489
572,99,0.3893664270630639
573,99,0.698191543337409
574,100,0.5124340324297525
575,100,0.4894621562661273
576,100,0.47586290191001
577,100,0.5066152467755056
578,100,0.41547536987050354
579,100,0.46604674263380835
580,100,0.42453623910181115
581,100,0.49531189523327696
582,100,0.5524613606149856
583,101,0.780408307428198
584,101,0.780408307428198
585,101,1.0
586,102,0.5661362352533981
587,102,0.5483657831929565
588,103,0.4827537203578739
589,103,0.4937954589602569
590,103,0.5728321503247478
591,103,0.4921612307646451
592,103,0.5275453076077451
593,103,0.4646575864002827
594,103,0.5358854435448048
595,104,0.6069956383412987
596,104,0.7108481767756121
597,104,0.6078393269079833
598,104,0.9361725128107755
599,104,0.9361725128107755
600,104,0.6959143016964344
601,105,0.5584009450744454
602,105,0.7070042814956535
603,105,0.6633480421022533
604,105,0.7199789823396945
605,105,0.620592611153705
606,105,0.49210209844020014
607,105,0.7926995066733282
608,105,0.7106602636240216
609,106,0.5209819916813091
610,106,0.4226362524920438
611,106,0.39103708492524925
612,106,0.6350599366115822
613,106,0.52989927365679
614,107,0.7115875194826046
615,107,0.5197439495616883
616,107,0.627039058986838
617,107,0.6741804295842568
618,107,0.6467599929180933
619,107,0.7697846613146497
620,108,0.6346876056377009
621,108,0.7340560033903905
622,108,0.7337276572431873
623,108,0.6524170245994628
624,108,0.6836592545035548
625,109,0.5443814312505397
626,109,0.6753169613193373
627,109,0.4485571526286341
628,109,0.5259160049597804
629,110,0.3667438633564633
630,110,0.3989333029343345
631,110,0.42859729217516246
632,110,0.44365560916536323
633,110,0.595480274223179
634,110,0.6122642216853525
635,111,0.7620781243972568
636,111,0.5650876450642216
637,111,0.647913040486853
638,112,0.49570706273324
639,112,0.5281890866785005
640,112,0.49854998936128175
641,112,0.41303347139348234
642,113,0.46048076452789694
643,113,0.45893263855017447
644,113,0.43910524298885173
645,113,0.44459318601245584
646,113,0.40893354043939817
647,113,0.467240057076371
648,113,0.5197826966806753
649,113,0.3546357597159007
650,114,0.45597017455381905
651,114,0.4696913943754292
652,114,0.44934273970890093
653,114,0.47044597382721504
654,114,0.49328653067878536
655,114,0.4521988434571201
656,114,0.45746566050977017
657,114,0.4558228589053359
658,114,0.4558228589053359
659,115,0.45224108626323106
660,115,0.4532560726764996
661,115,0.4611694019157258
662,115,0.4782775390884358
663,115,0.4749724545182894
664,115,0.48841029334533226
665,115,0.4724961677960225
666,115,0.45709201920781417
667,116,0.5167993140727735
668,116,0.557234448589766
669,116,0.4704476942922984
670,116,0.5150729214504369
671,116,0.5077637695606259
672,116,0.48347424945950307
673,116,0.41333771582818274
674,116,0.557234448589766
675,116,0.45119805614100317
676,117,0.422535594151592
677,117,0.6343269814035543
678,117,0.510617055019541
